test_number,avg_lat_ms,tests,devices,centroid_lat,centroid_lon,city,avg_d_speed_mbps,avg_u_speed_mbps
10670,17,19,10,30.30413197,31.73675537,Al ‘Āshir min Ramaḑān,25.736,2.64
10671,18,11,3,30.29938928,31.73126221,Al ‘Āshir min Ramaḑān,23.082,3.981
10672,31,86,16,30.29938928,31.73675537,Al ‘Āshir min Ramaḑān,16.327,3.608
10673,19,11,6,30.30413197,31.74224854,Al ‘Āshir min Ramaḑān,39.736,36.874
10674,14,32,22,30.30413197,31.7477417,Al ‘Āshir min Ramaḑān,62.83,65.157
10675,24,76,23,30.29938928,31.74224854,Al ‘Āshir min Ramaḑān,18.049,3.039
10676,15,82,16,30.29938928,31.7477417,Al ‘Āshir min Ramaḑān,27.38,6.035
10677,32,8,6,30.31361666,31.75323486,Al ‘Āshir min Ramaḑān,15.14,2.224
10678,21,48,17,30.31361666,31.75872803,Al ‘Āshir min Ramaḑān,21.074,3.31
10679,62,60,22,30.30887443,31.75323486,Al ‘Āshir min Ramaḑān,30.339,4.853
10680,17,41,12,30.30887443,31.75872803,Al ‘Āshir min Ramaḑān,24.2,6.339
10681,20,72,21,30.31361666,31.76422119,Al ‘Āshir min Ramaḑān,22.295,4.641
10682,25,62,15,30.31361666,31.76971436,Al ‘Āshir min Ramaḑān,20.384,3.798
10683,42,164,30,30.30887443,31.76422119,Al ‘Āshir min Ramaḑān,19.855,4.424
10684,22,78,29,30.30887443,31.76971436,Al ‘Āshir min Ramaḑān,26.948,12.814
10685,84,17,10,30.30413197,31.75323486,Al ‘Āshir min Ramaḑān,18.664,2.999
10686,29,15,7,30.30413197,31.75872803,Al ‘Āshir min Ramaḑān,30.724,5.867
10687,24,104,28,30.29938928,31.75323486,Al ‘Āshir min Ramaḑān,19.031,3.478
10688,19,53,24,30.29938928,31.75872803,Al ‘Āshir min Ramaḑān,24.85,7.228
10689,19,57,14,30.30413197,31.76422119,Al ‘Āshir min Ramaḑān,21.586,3.632
10690,16,29,8,30.30413197,31.76971436,Al ‘Āshir min Ramaḑān,26.02,3.89
10691,45,37,11,30.29938928,31.76422119,Al ‘Āshir min Ramaḑān,17.683,2.512
10692,13,13,8,30.29938928,31.76971436,Al ‘Āshir min Ramaḑān,24.448,4.55
10693,156,21,5,30.33258328,31.77520752,Al ‘Āshir min Ramaḑān,14.849,1.936
10694,23,4,3,30.33258328,31.78070068,Al ‘Āshir min Ramaḑān,69.547,33.412
10695,31,2,1,30.32784197,31.77520752,Al ‘Āshir min Ramaḑān,11.327,1.222
10696,17,5,4,30.32784197,31.78070068,Al ‘Āshir min Ramaḑān,20.824,3.784
10697,24,17,4,30.32310043,31.77520752,Al ‘Āshir min Ramaḑān,18.378,2.095
10698,15,6,3,30.32310043,31.78070068,Al ‘Āshir min Ramaḑān,25.555,3.479
10699,33,22,6,30.31835866,31.77520752,Al ‘Āshir min Ramaḑān,19.48,2.39
10700,17,2,2,30.31835866,31.78070068,Al ‘Āshir min Ramaḑān,29.801,7.813
10701,4,1,1,30.32784197,31.79718018,Al ‘Āshir min Ramaḑān,9.735,5.913
10702,34,145,23,30.31361666,31.77520752,Al ‘Āshir min Ramaḑān,19.499,4.775
10703,14,11,3,30.31361666,31.78070068,Al ‘Āshir min Ramaḑān,20.502,3.911
10704,36,31,11,30.30887443,31.77520752,Al ‘Āshir min Ramaḑān,14.667,4.88
10705,21,32,13,30.30413197,31.77520752,Al ‘Āshir min Ramaḑān,20.973,3.141
10706,27,33,9,30.30413197,31.78070068,Al ‘Āshir min Ramaḑān,13.548,1.825
10707,22,75,13,30.29938928,31.77520752,Al ‘Āshir min Ramaḑān,16.234,2.611
10708,19,6,3,30.29938928,31.78070068,Al ‘Āshir min Ramaḑān,27.841,3.988
10709,32,1,1,30.30887443,31.80267334,Al ‘Āshir min Ramaḑān,16.473,0.752
10710,3,2,2,30.29938928,31.80267334,Al ‘Āshir min Ramaḑān,39.036,17.86
10711,56,7,3,30.30413197,31.81365967,Al ‘Āshir min Ramaḑān,17.375,2.745
10712,4,1,1,30.29938928,31.8081665,Al ‘Āshir min Ramaḑān,88.903,88.065
10713,3,1,1,30.29938928,31.81365967,Al ‘Āshir min Ramaḑān,89.425,67.592
10714,4,1,1,30.37524475,31.85760498,Al ‘Āshir min Ramaḑān,774.098,99.352
10715,9,1,1,30.39893753,31.8850708,Al ‘Āshir min Ramaḑān,28.148,2.667
10716,5,1,1,30.42262456,31.97845459,Abū Şuwayr,230.877,289.8
10717,5,2,1,30.42736127,31.98944092,Abū Şuwayr,229.657,278.289
10718,5,1,1,30.39893753,31.92901611,Al ‘Āshir min Ramaḑān,89.231,268.759
10719,38,57,1,30.37524475,31.91802979,Al ‘Āshir min Ramaḑān,5.315,5.331
10720,6,1,1,30.38946111,31.92901611,Al ‘Āshir min Ramaḑān,687.816,96.899
10721,3,2,2,30.37524475,31.92901611,Al ‘Āshir min Ramaḑān,219.103,83.524
10722,3,1,1,30.40367539,31.97845459,Abū Şuwayr,134.591,116.25
10723,10,1,1,30.38472255,31.97845459,Abū Şuwayr,89.837,114.584
10724,96,1,1,30.38472255,31.98944092,Abū Şuwayr,54.615,23.654
10725,5,1,1,30.35154623,31.84661865,Al ‘Āshir min Ramaḑān,52.314,53.806
10726,6,1,1,30.37050551,31.8850708,Al ‘Āshir min Ramaḑān,230.557,285.39
10727,20,4,1,30.34206522,31.86859131,Al ‘Āshir min Ramaḑān,12.602,3.077
10728,6,1,1,30.34206522,31.87957764,Al ‘Āshir min Ramaḑān,158.436,100.527
10729,14,1,1,30.35154623,31.90155029,Al ‘Āshir min Ramaḑān,64.026,1.974
10730,11,2,1,30.32310043,31.84112549,Al ‘Āshir min Ramaḑān,289.806,150.008
10731,3,1,1,30.32310043,31.85760498,Al ‘Āshir min Ramaḑān,68.937,41.264
10732,40,1,1,30.30887443,31.81915283,Al ‘Āshir min Ramaḑān,2.22,0.167
10733,29,1,1,30.30887443,31.824646,Al ‘Āshir min Ramaḑān,3.086,0.576
10734,87,2,2,30.31361666,31.83563232,Al ‘Āshir min Ramaḑān,127.179,21.552
10735,45,1,1,30.30887443,31.83013916,Al ‘Āshir min Ramaḑān,0.917,0.632
10736,13,1,1,30.30413197,31.81915283,Al ‘Āshir min Ramaḑān,1.991,0.919
10737,25,1,1,30.30413197,31.824646,Al ‘Āshir min Ramaḑān,5.447,0.466
10738,29,13,1,30.30413197,31.83013916,Al ‘Āshir min Ramaḑān,24.046,1.09
10739,32,1,1,30.29938928,31.83013916,Al ‘Āshir min Ramaḑān,26.636,1.723
10740,7,1,1,30.30887443,31.84112549,Al ‘Āshir min Ramaḑān,58.554,22.202
10741,8,1,1,30.33258328,31.86309814,Al ‘Āshir min Ramaḑān,43.39,76.074
10742,2,1,1,30.32784197,31.86859131,Al ‘Āshir min Ramaḑān,95.192,94.568
10743,10,1,1,30.33258328,31.89056396,Al ‘Āshir min Ramaḑān,96.389,5.033
10744,4,2,1,30.31835866,31.8850708,Al ‘Āshir min Ramaḑān,298.33,247.856
10745,6,1,1,30.30887443,31.89056396,Al ‘Āshir min Ramaḑān,45.218,66.659
10746,99,1,1,30.31361666,31.89605713,Al ‘Āshir min Ramaḑān,103.068,90.107
10747,6,1,1,30.37050551,31.94549561,Al ‘Āshir min Ramaḑān,31.402,54.235
10748,4,2,1,30.35154623,31.90704346,Al ‘Āshir min Ramaḑān,86.962,72.986
10749,3,1,1,30.35154623,31.94549561,Al ‘Āshir min Ramaḑān,144.027,175.61
10750,2,1,1,30.37050551,31.98944092,Abū Şuwayr,60.804,81.696
10751,8,2,2,30.36576603,31.98394775,Abū Şuwayr,47.709,50.469
10752,17,1,1,30.31835866,31.93450928,Al ‘Āshir min Ramaḑān,18.979,41.178
10753,16,6,1,30.30887443,31.92901611,Al ‘Āshir min Ramaḑān,141.942,10.19
10754,25,1,1,30.28041624,31.64886475,Al ‘Āshir min Ramaḑān,111.169,91.993
10755,24,1,1,30.28990322,31.66534424,Al ‘Āshir min Ramaḑān,444.636,96.185
10756,6,1,1,30.27092834,31.68182373,Al ‘Āshir min Ramaḑān,110.232,114.942
10757,2,1,1,30.26143952,31.6708374,Al ‘Āshir min Ramaḑān,349.554,111.583
10758,95,1,1,30.26143952,31.67633057,Al ‘Āshir min Ramaḑān,229.794,94.327
10759,27,20,5,30.29464637,31.70379639,Al ‘Āshir min Ramaḑān,36.278,4.166
10760,49,4,2,30.28990322,31.70379639,Al ‘Āshir min Ramaḑān,14.7,1.299
10761,3,2,1,30.28041624,31.69281006,Al ‘Āshir min Ramaḑān,108.726,90.694
10762,15,47,7,30.29464637,31.70928955,Al ‘Āshir min Ramaḑān,22.546,5.866
10763,34,90,21,30.29464637,31.71478271,Al ‘Āshir min Ramaḑān,21.265,4.371
10764,23,24,5,30.28990322,31.70928955,Al ‘Āshir min Ramaḑān,21.606,3.612
10765,20,30,12,30.28990322,31.71478271,Al ‘Āshir min Ramaḑān,22.238,3.307
10766,19,43,16,30.29464637,31.72027588,Al ‘Āshir min Ramaḑān,21.103,2.889
10767,30,34,18,30.29464637,31.72576904,Al ‘Āshir min Ramaḑān,23.088,3.181
10768,25,17,8,30.28990322,31.72027588,Al ‘Āshir min Ramaḑān,25.51,7.035
10769,17,21,12,30.28990322,31.72576904,Al ‘Āshir min Ramaḑān,28.624,4.298
10770,20,6,2,30.28515984,31.70928955,Al ‘Āshir min Ramaḑān,13.924,1.473
10771,81,5,5,30.28515984,31.71478271,Al ‘Āshir min Ramaḑān,24.174,5.431
10772,20,2,2,30.28041624,31.71478271,Al ‘Āshir min Ramaḑān,16.372,4.006
10773,34,52,13,30.28515984,31.72027588,Al ‘Āshir min Ramaḑān,32.409,6.589
10774,23,38,9,30.28515984,31.72576904,Al ‘Āshir min Ramaḑān,23.007,5.226
10775,14,2,1,30.28041624,31.72576904,Al ‘Āshir min Ramaḑān,13.794,3.838
10776,22,2,1,30.27092834,31.69281006,Al ‘Āshir min Ramaḑān,1.92,20.552
10777,3,1,1,30.2756724,31.70379639,Al ‘Āshir min Ramaḑān,223.288,31.696
10778,148,9,2,30.27092834,31.69830322,Al ‘Āshir min Ramaḑān,4.206,16.2
10779,95,2,1,30.26618404,31.68731689,Al ‘Āshir min Ramaḑān,235.257,95.466
10780,19,2,2,30.2756724,31.71478271,Al ‘Āshir min Ramaḑān,34.526,15.934
10781,5,1,1,30.24720458,31.65985107,Al ‘Āshir min Ramaḑān,357.175,102.623
10782,5,2,1,30.24720458,31.68182373,Al ‘Āshir min Ramaḑān,89.092,93.948
10783,4,1,1,30.23296757,31.65985107,Al ‘Āshir min Ramaḑān,89.268,113.402
10784,5,1,1,30.22822144,31.64886475,Al ‘Āshir min Ramaḑān,186.502,93.703
10785,3,1,1,30.22347509,31.64337158,Al ‘Āshir min Ramaḑān,20.235,19.596
10786,4,1,1,30.22347509,31.67633057,Al ‘Āshir min Ramaḑān,87.882,105.45
10787,7,1,1,30.22347509,31.68182373,Al ‘Āshir min Ramaḑān,497.09,102.822
10788,25,1,1,30.25194979,31.70379639,Al ‘Āshir min Ramaḑān,14.353,2.652
10789,8,1,1,30.24720458,31.68731689,Al ‘Āshir min Ramaḑān,0.579,0.807
10790,118,1,1,30.24720458,31.70379639,Al ‘Āshir min Ramaḑān,0.12,0.396
10791,3,1,1,30.25194979,31.70928955,Al ‘Āshir min Ramaḑān,22.09,25.212
10792,110,1,1,30.25669477,31.72576904,Al ‘Āshir min Ramaḑān,0.148,0.229
10793,5,1,1,30.24245914,31.71478271,Al ‘Āshir min Ramaḑān,711.862,93.024
10794,55,4,2,30.24720458,31.72027588,Al ‘Āshir min Ramaḑān,196.375,56.272
10795,6,1,1,30.24720458,31.72576904,Al ‘Āshir min Ramaḑān,791.794,98.924
10796,44,1,1,30.24245914,31.72027588,Al ‘Āshir min Ramaḑān,1.659,0.441
10797,34,1,1,30.24245914,31.72576904,Al ‘Āshir min Ramaḑān,2.98,0.82
10798,100,50,5,30.23771347,31.70379639,Al ‘Āshir min Ramaḑān,2.797,2.158
10799,28,27,13,30.23296757,31.70379639,Al ‘Āshir min Ramaḑān,85.774,138.612
10800,33,2,2,30.22347509,31.70379639,Al ‘Āshir min Ramaḑān,24.552,46.509
10801,297,2,1,30.23771347,31.71478271,Al ‘Āshir min Ramaḑān,2.485,0.958
10802,30,1,1,30.23296757,31.70928955,Al ‘Āshir min Ramaḑān,118.952,65.56
10803,19,1,1,30.23296757,31.71478271,Al ‘Āshir min Ramaḑān,7.842,0.536
10804,25,9,3,30.22822144,31.70928955,Al ‘Āshir min Ramaḑān,57.249,28.136
10805,18,3,2,30.22822144,31.71478271,Al ‘Āshir min Ramaḑān,10.132,12.698
10806,69,4,2,30.22347509,31.70928955,Al ‘Āshir min Ramaḑān,23.706,6.661
10807,20,1,1,30.22347509,31.71478271,Al ‘Āshir min Ramaḑān,19.868,20.714
10808,16,2,2,30.22822144,31.72027588,Al ‘Āshir min Ramaḑān,15.099,0.805
10809,98,9,6,30.22347509,31.72027588,Al ‘Āshir min Ramaḑān,5.238,0.391
10810,17,23,8,30.29464637,31.73126221,Al ‘Āshir min Ramaḑān,25.964,3.51
10811,31,73,27,30.29464637,31.73675537,Al ‘Āshir min Ramaḑān,20.857,4.83
10812,18,22,13,30.28990322,31.73126221,Al ‘Āshir min Ramaḑān,37.923,20.319
10813,30,59,22,30.28990322,31.73675537,Al ‘Āshir min Ramaḑān,34.384,16.452
10814,64,33,24,30.29464637,31.74224854,Al ‘Āshir min Ramaḑān,27.222,4.659
10815,20,69,26,30.29464637,31.7477417,Al ‘Āshir min Ramaḑān,19.864,3.477
10816,22,87,27,30.28990322,31.74224854,Al ‘Āshir min Ramaḑān,18.421,2.915
10817,20,83,23,30.28990322,31.7477417,Al ‘Āshir min Ramaḑān,21.364,3.758
10818,22,21,4,30.28515984,31.73126221,Al ‘Āshir min Ramaḑān,16.368,2.022
10819,32,64,10,30.28515984,31.73675537,Al ‘Āshir min Ramaḑān,12.559,2.465
10820,42,12,4,30.28041624,31.73126221,Al ‘Āshir min Ramaḑān,15.359,3.331
10821,99,60,10,30.28041624,31.73675537,Al ‘Āshir min Ramaḑān,15.15,2.113
10822,32,77,17,30.28515984,31.74224854,Al ‘Āshir min Ramaḑān,21.534,3.001
10823,23,14,5,30.28515984,31.7477417,Al ‘Āshir min Ramaḑān,107.306,91.357
10824,67,9,6,30.28041624,31.74224854,Al ‘Āshir min Ramaḑān,14.394,5.525
10825,27,47,9,30.28041624,31.7477417,Al ‘Āshir min Ramaḑān,22.73,3.187
10826,35,112,23,30.29464637,31.75323486,Al ‘Āshir min Ramaḑān,19.562,2.782
10827,21,69,15,30.29464637,31.75872803,Al ‘Āshir min Ramaḑān,21.921,2.927
10828,24,101,17,30.28990322,31.75323486,Al ‘Āshir min Ramaḑān,17.976,2.517
10829,65,39,11,30.28990322,31.75872803,Al ‘Āshir min Ramaḑān,14.021,2.245
10830,16,87,8,30.29464637,31.76422119,Al ‘Āshir min Ramaḑān,17.551,2.781
10831,29,10,7,30.29464637,31.76971436,Al ‘Āshir min Ramaḑān,12.324,2.631
10832,20,9,4,30.28990322,31.76422119,Al ‘Āshir min Ramaḑān,19.094,2.577
10833,20,10,3,30.28990322,31.76971436,Al ‘Āshir min Ramaḑān,17.806,3.27
10834,17,110,19,30.28515984,31.75323486,Al ‘Āshir min Ramaḑān,27.914,3.635
10835,20,109,27,30.28515984,31.75872803,Al ‘Āshir min Ramaḑān,22.324,3.58
10836,28,51,13,30.28041624,31.75323486,Al ‘Āshir min Ramaḑān,24.654,4.822
10837,32,9,4,30.28041624,31.75872803,Al ‘Āshir min Ramaḑān,12.461,0.833
10838,19,26,9,30.28515984,31.76422119,Al ‘Āshir min Ramaḑān,19.204,3.565
10839,22,2,1,30.28515984,31.76971436,Al ‘Āshir min Ramaḑān,11.303,10.915
10840,9,2,2,30.28041624,31.76971436,Al ‘Āshir min Ramaḑān,19.906,21.402
10841,27,18,3,30.2756724,31.73675537,Al ‘Āshir min Ramaḑān,12.275,0.992
10842,26,21,9,30.2756724,31.74224854,Al ‘Āshir min Ramaḑān,27.579,5.7
10843,15,17,4,30.2756724,31.7477417,Al ‘Āshir min Ramaḑān,26.956,4.343
10844,25,1,1,30.27092834,31.74224854,Al ‘Āshir min Ramaḑān,7.158,0.523
10845,8,2,2,30.2756724,31.75323486,Al ‘Āshir min Ramaḑān,247.558,209.97
10846,15,1,1,30.27092834,31.76971436,Al ‘Āshir min Ramaḑān,36.829,4.967
10847,37,1,1,30.26143952,31.75323486,Al ‘Āshir min Ramaḑān,2.664,0.809
10848,14,1,1,30.26618404,31.76422119,Al ‘Āshir min Ramaḑān,25.019,7.2
10849,17,2,2,30.26618404,31.76971436,Al ‘Āshir min Ramaḑān,22.627,3.01
10850,21,7,5,30.26143952,31.76422119,Al ‘Āshir min Ramaḑān,19.777,28.697
10851,46,4,1,30.26143952,31.76971436,Al ‘Āshir min Ramaḑān,13.692,8.677
10852,15,4,2,30.29464637,31.77520752,Al ‘Āshir min Ramaḑān,42.631,18.833
10853,15,1,1,30.29464637,31.78070068,Al ‘Āshir min Ramaḑān,19.499,3.866
10854,37,1,1,30.28990322,31.77520752,Al ‘Āshir min Ramaḑān,14.44,0.689
10855,18,2,2,30.28990322,31.78070068,Al ‘Āshir min Ramaḑān,58.011,1.866
10856,15,1,1,30.29464637,31.79168701,Al ‘Āshir min Ramaḑān,0.514,8.72
10857,3,1,1,30.28990322,31.78619385,Al ‘Āshir min Ramaḑān,38.573,57.092
10858,2,1,1,30.28990322,31.79168701,Al ‘Āshir min Ramaḑān,462.909,416.063
10859,9,1,1,30.28515984,31.77520752,Al ‘Āshir min Ramaḑān,21.95,8.978
10860,17,1,1,30.28515984,31.78070068,Al ‘Āshir min Ramaḑān,50.952,6.556
10861,15,2,1,30.28041624,31.78070068,Al ‘Āshir min Ramaḑān,26.631,12.364
10862,14,19,2,30.28515984,31.78619385,Al ‘Āshir min Ramaḑān,25.483,6.584
10863,43,6,2,30.28515984,31.79168701,Al ‘Āshir min Ramaḑān,7.431,3.846
10864,25,39,2,30.28041624,31.78619385,Al ‘Āshir min Ramaḑān,20.416,18.866
10865,16,5,4,30.28041624,31.79168701,Al ‘Āshir min Ramaḑān,26.759,3.861
10866,11,1,1,30.28990322,31.80267334,Al ‘Āshir min Ramaḑān,46.027,7.029
10867,32,1,1,30.29464637,31.8081665,Al ‘Āshir min Ramaḑān,9.774,0.804
10868,33,2,1,30.29464637,31.81365967,Al ‘Āshir min Ramaḑān,8.871,0.545
10869,39,1,1,30.28990322,31.81365967,Al ‘Āshir min Ramaḑān,7.604,0.841
10870,13,4,2,30.28515984,31.79718018,Al ‘Āshir min Ramaḑān,37.253,10.362
10871,9,1,1,30.28041624,31.79718018,Al ‘Āshir min Ramaḑān,27.667,4.588
10872,19,2,2,30.28041624,31.80267334,Al ‘Āshir min Ramaḑān,42.731,38.707
10873,16,2,1,30.28515984,31.8081665,Al ‘Āshir min Ramaḑān,6.401,2.482
10874,12,2,2,30.28515984,31.81365967,Al ‘Āshir min Ramaḑān,10.511,3.5
10875,382,4,1,30.28041624,31.8081665,Al ‘Āshir min Ramaḑān,4.429,0.588
10876,13,12,2,30.2756724,31.77520752,Al ‘Āshir min Ramaḑān,16.465,5.015
10877,20,3,3,30.2756724,31.78070068,Al ‘Āshir min Ramaḑān,19.736,2.974
10878,31,2,1,30.27092834,31.77520752,Al ‘Āshir min Ramaḑān,14.464,2.702
10879,119,3,2,30.27092834,31.78070068,Al ‘Āshir min Ramaḑān,8.555,1.118
10880,16,6,4,30.2756724,31.78619385,Al ‘Āshir min Ramaḑān,23.333,10.338
10881,60,6,4,30.2756724,31.79168701,Al ‘Āshir min Ramaḑān,16.067,0.972
10882,142,4,1,30.27092834,31.78619385,Al ‘Āshir min Ramaḑān,4.533,1.391
10883,13,3,1,30.27092834,31.79168701,Al ‘Āshir min Ramaḑān,27.718,3.422
10884,54,13,3,30.26618404,31.78070068,Al ‘Āshir min Ramaḑān,21.287,2.255
10885,154,10,2,30.26618404,31.78619385,Al ‘Āshir min Ramaḑān,5.364,1.337
10886,13,3,2,30.26618404,31.79168701,Al ‘Āshir min Ramaḑān,25.043,4.06
10887,14,4,3,30.2756724,31.79718018,Al ‘Āshir min Ramaḑān,42.562,4.266
10888,12,5,1,30.2756724,31.80267334,Al ‘Āshir min Ramaḑān,44.375,6.358
10889,12,4,3,30.27092834,31.79718018,Al ‘Āshir min Ramaḑān,33.824,3.979
10890,11,10,2,30.2756724,31.8081665,Al ‘Āshir min Ramaḑān,38.321,7.927
10891,14,1,1,30.2756724,31.81365967,Al ‘Āshir min Ramaḑān,62.639,9.637
10892,12,3,1,30.27092834,31.8081665,Al ‘Āshir min Ramaḑān,1.98,2.304
10893,22,5,1,30.27092834,31.81365967,Al ‘Āshir min Ramaḑān,18.452,6.533
10894,11,2,1,30.26618404,31.79718018,Al ‘Āshir min Ramaḑān,26.486,4.926
10895,15,2,2,30.26618404,31.80267334,Al ‘Āshir min Ramaḑān,21.911,14.06
10896,7,1,1,30.25194979,31.73126221,Al ‘Āshir min Ramaḑān,739.361,97.592
10897,9,6,3,30.25669477,31.74224854,Al ‘Āshir min Ramaḑān,35.234,35.743
10898,6,1,1,30.25194979,31.74224854,Al ‘Āshir min Ramaḑān,41.077,50.823
10899,8,1,1,30.25194979,31.7477417,Al ‘Āshir min Ramaḑān,209.423,68.201
10900,15,2,2,30.24720458,31.73126221,Al ‘Āshir min Ramaḑān,52.097,4.626
10901,35,3,2,30.24245914,31.73126221,Al ‘Āshir min Ramaḑān,18.631,4.939
10902,22,6,2,30.24245914,31.73675537,Al ‘Āshir min Ramaḑān,11.651,1.424
10903,10,2,1,30.24720458,31.74224854,Al ‘Āshir min Ramaḑān,13.534,5.476
10904,13,1,1,30.24245914,31.7477417,Al ‘Āshir min Ramaḑān,8.576,5.011
10905,9,4,2,30.25669477,31.75323486,Al ‘Āshir min Ramaḑān,320.025,96.019
10906,14,26,7,30.25194979,31.75323486,Al ‘Āshir min Ramaḑān,13.785,1.369
10907,702,1,1,30.25194979,31.76422119,Al ‘Āshir min Ramaḑān,5.337,0.032
10908,69,2,1,30.24720458,31.75323486,Al ‘Āshir min Ramaḑān,7.069,1.577
10909,29,4,3,30.24720458,31.75872803,Al ‘Āshir min Ramaḑān,31.255,2.606
10910,15,4,1,30.24245914,31.75323486,Al ‘Āshir min Ramaḑān,21.961,3.427
10911,44,15,1,30.24720458,31.76971436,Al ‘Āshir min Ramaḑān,11.151,2.036
10912,333,1,1,30.24245914,31.76422119,Al ‘Āshir min Ramaḑān,1.319,0.115
10913,7,2,1,30.23771347,31.73675537,Al ‘Āshir min Ramaḑān,19.466,19.077
10914,42,3,2,30.23296757,31.73675537,Al ‘Āshir min Ramaḑān,7.65,2.021
10915,20,1,1,30.23771347,31.7477417,Al ‘Āshir min Ramaḑān,24.618,5.236
10916,14,17,7,30.22822144,31.74224854,Al ‘Āshir min Ramaḑān,18.513,4.34
10917,20,5,3,30.22822144,31.7477417,Al ‘Āshir min Ramaḑān,12.721,1.945
10918,25,6,4,30.22347509,31.74224854,Al ‘Āshir min Ramaḑān,13.816,1.886
10919,17,1,1,30.23771347,31.75872803,Al ‘Āshir min Ramaḑān,90.59,100.75
10920,12,15,4,30.23296757,31.75323486,Al ‘Āshir min Ramaḑān,10.742,10.18
10921,12,3,2,30.23296757,31.75872803,Al ‘Āshir min Ramaḑān,12.548,11.774
10922,57,7,5,30.22822144,31.76971436,Al ‘Āshir min Ramaḑān,51.948,26.169
10923,87,2,1,30.22347509,31.76422119,Al ‘Āshir min Ramaḑān,11.591,0.617
10924,16,1,1,30.24720458,31.77520752,Al ‘Āshir min Ramaḑān,1.103,0.976
10925,31,1,1,30.24720458,31.78070068,Al ‘Āshir min Ramaḑān,22.497,1.092
10926,36,1,1,30.24245914,31.78619385,Al ‘Āshir min Ramaḑān,9.649,5.438
10927,31,2,2,30.24245914,31.79168701,Al ‘Āshir min Ramaḑān,6.75,7.183
10928,100,1,1,30.25669477,31.80267334,Al ‘Āshir min Ramaḑān,25.903,4.362
10929,34,2,2,30.23771347,31.78619385,Al ‘Āshir min Ramaḑān,17.283,10.516
10930,64,3,3,30.23771347,31.79168701,Al ‘Āshir min Ramaḑān,4.238,0.485
10931,75,17,1,30.23296757,31.78619385,Al ‘Āshir min Ramaḑān,6.958,5.332
10932,186,11,4,30.23296757,31.79168701,Al ‘Āshir min Ramaḑān,6.019,3.988
10933,159,57,4,30.22347509,31.78070068,Al ‘Āshir min Ramaḑān,4.629,3.904
10934,78,1,1,30.23771347,31.80267334,Al ‘Āshir min Ramaḑān,5.323,1.007
10935,294,12,2,30.23296757,31.79718018,Al ‘Āshir min Ramaḑān,2.569,0.936
10936,7,1,1,30.2187285,31.65435791,Al ‘Āshir min Ramaḑān,7.132,16.346
10937,21,3,3,30.20448737,31.64337158,Al ‘Āshir min Ramaḑān,20.048,3.405
10938,21,10,3,30.20448737,31.64886475,Al ‘Āshir min Ramaḑān,19.388,1.893
10939,29,14,2,30.2187285,31.67633057,Al ‘Āshir min Ramaḑān,6.954,12.622
10940,10,1,1,30.21398169,31.68182373,Al ‘Āshir min Ramaḑān,25.249,13.843
10941,6,3,2,30.20448737,31.66534424,Al ‘Āshir min Ramaḑān,27.905,10.742
10942,17,16,9,30.20448737,31.6708374,Al ‘Āshir min Ramaḑān,46.218,15.808
10943,9,2,1,30.20923464,31.67633057,Al ‘Āshir min Ramaḑān,3.72,10.277
10944,8,3,1,30.20923464,31.68182373,Al ‘Āshir min Ramaḑān,40.364,36.567
10945,7,8,3,30.20448737,31.67633057,Al ‘Āshir min Ramaḑān,61.477,16.903
10946,14,1,1,30.19973987,31.64337158,Al ‘Āshir min Ramaḑān,9.487,4.291
10947,14,10,4,30.19973987,31.64886475,Al ‘Āshir min Ramaḑān,34.282,3.204
10948,14,1,1,30.19499214,31.64337158,Al ‘Āshir min Ramaḑān,8.527,4.58
10949,8,8,4,30.19973987,31.65985107,Al ‘Āshir min Ramaḑān,49.068,11.208
10950,8,64,19,30.19499214,31.65985107,Al ‘Āshir min Ramaḑān,45.923,13.71
10951,44,2,1,30.19024418,31.64337158,Al ‘Āshir min Ramaḑān,0.731,0.23
10952,7,62,20,30.19973987,31.66534424,Al ‘Āshir min Ramaḑān,26.827,7.27
10953,8,11,10,30.19973987,31.6708374,Al ‘Āshir min Ramaḑān,56.069,14.371
10954,6,35,13,30.19499214,31.66534424,Al ‘Āshir min Ramaḑān,53.267,14.092
10955,6,9,5,30.19499214,31.6708374,Al ‘Āshir min Ramaḑān,61.494,19.183
10956,9,13,3,30.19973987,31.67633057,Al ‘Āshir min Ramaḑān,49.302,10.931
10957,13,1,1,30.19973987,31.68182373,Al ‘Āshir min Ramaḑān,38.658,51.455
10958,7,1,1,30.19024418,31.67633057,Al ‘Āshir min Ramaḑān,34.041,20.38
10959,6,1,1,30.19024418,31.68182373,Al ‘Āshir min Ramaḑān,102.671,45.674
10960,9,2,2,30.18549599,31.68182373,Al ‘Āshir min Ramaḑān,13.101,45.614
10961,34,1,1,30.2187285,31.70379639,Al ‘Āshir min Ramaḑān,13.224,1.751
10962,7,23,7,30.20923464,31.68731689,Al ‘Āshir min Ramaḑān,57.477,57.798
10963,6,12,2,30.20448737,31.69281006,Al ‘Āshir min Ramaḑān,43.575,47.532
10964,5,5,2,30.20448737,31.69830322,Al ‘Āshir min Ramaḑān,50.12,49.372
10965,340,9,3,30.2187285,31.70928955,Al ‘Āshir min Ramaḑān,16.951,22.914
10966,6,8,5,30.19973987,31.69281006,Al ‘Āshir min Ramaḑān,108.326,69.581
